age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
55-64,Local-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,38,United-States,<=50K
25-34,Private,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,40,Mexico,<=50K
45-54,?,Masters,14,Never-married,?,Not-in-family,White,Male,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,40,United-States,<=50K
25-34,Private,Assoc-acdm,12,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,None,None,35,Philippines,<=50K
45-54,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,70,United-States,<=50K
45-54,State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,40,United-States,>50K
25-34,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,None,None,20,United-States,<=50K
25-34,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,40,United-States,<=50K
65+,?,HS-grad,9,Divorced,?,Not-in-family,White,Female,None,None,40,United-States,>50K
55-64,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,30,Italy,<=50K
25-34,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,None,None,40,United-States,<=50K
25-34,Local-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,35,United-States,<=50K
25-34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,50,United-States,>50K
25-34,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,None,None,40,United-States,<=50K
19-24,?,Some-college,10,Never-married,?,Own-child,White,Female,None,None,16,United-States,<=50K
19-24,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,40,United-States,<=50K
45-54,Private,Bachelors,13,Divorced,Sales,Unmarried,White,Female,None,None,50,United-States,<=50K
45-54,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,None,None,35,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,45,United-States,<=50K
45-54,Private,HS-grad,9,Divorced,Other-service,Unmarried,Black,Male,None,None,9,United-States,<=50K
45-54,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,44,United-States,>50K
19-24,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,None,None,40,Vietnam,<=50K
25-34,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,54,?,>50K
25-34,Private,11th,7,Divorced,Other-service,Not-in-family,White,Female,None,None,40,United-States,<=50K
35-44,Private,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,None,None,32,United-States,<=50K
45-54,Private,5th-6th,3,Married-spouse-absent,Craft-repair,Other-relative,White,Male,None,None,40,Mexico,<=50K
55-64,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,None,None,40,United-States,<=50K
45-54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,>50K
25-34,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,None,None,50,United-States,>50K
65+,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,20,United-States,<=50K
25-34,?,10th,6,Never-married,?,Unmarried,Black,Female,None,None,40,United-States,<=50K
55-64,Federal-gov,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,None,None,48,United-States,>50K
25-34,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,40,United-States,<=50K
25-34,?,10th,6,Married-civ-spouse,?,Husband,White,Male,None,None,40,United-States,<=50K
19-24,Private,Assoc-voc,11,Never-married,Tech-support,Unmarried,Black,Female,None,None,40,United-States,<=50K
55-64,Private,HS-grad,9,Separated,Sales,Not-in-family,White,Female,None,None,32,United-States,<=50K
35-44,Federal-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,<=50K
25-34,Private,7th-8th,4,Never-married,Handlers-cleaners,Unmarried,White,Male,None,None,40,United-States,<=50K
35-44,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,40,United-States,<=50K
45-54,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,<=50K
25-34,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,60,United-States,>50K
25-34,Private,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Female,None,None,70,United-States,<=50K
45-54,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,60,United-States,<=50K
55-64,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,42,United-States,>50K
65+,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,24,United-States,<=50K
35-44,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,40,United-States,<=50K
0-18,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,None,None,40,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,None,None,50,United-States,<=50K
55-64,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,20,United-States,<=50K
35-44,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,60,United-States,>50K
0-18,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Other-relative,White,Male,None,None,40,United-States,<=50K
35-44,Local-gov,Bachelors,13,Separated,Prof-specialty,Unmarried,Black,Female,None,None,40,United-States,<=50K
45-54,Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,None,None,40,Dominican-Republic,<=50K
35-44,State-gov,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,None,None,40,El-Salvador,<=50K
55-64,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,40,United-States,<=50K
19-24,Private,Some-college,10,Never-married,Sales,Other-relative,White,Male,None,None,65,United-States,<=50K
25-34,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,None,None,50,United-States,<=50K
35-44,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,38,United-States,>50K
25-34,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,None,None,40,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,50,United-States,>50K
35-44,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,None,None,45,United-States,>50K
45-54,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,50,United-States,>50K
25-34,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,None,None,40,United-States,<=50K
45-54,Federal-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,None,None,40,United-States,<=50K
45-54,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,None,None,40,United-States,>50K
35-44,State-gov,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,Black,Male,None,None,40,United-States,<=50K
35-44,Private,11th,7,Never-married,Transport-moving,Not-in-family,White,Male,None,None,60,United-States,>50K
25-34,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,None,None,40,Mexico,<=50K
25-34,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,None,None,45,United-States,<=50K
25-34,?,Some-college,10,Never-married,?,Unmarried,White,Female,None,None,40,United-States,<=50K
45-54,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,40,United-States,>50K
25-34,Private,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,None,None,30,United-States,<=50K
25-34,Federal-gov,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,Black,Female,None,None,40,United-States,<=50K
35-44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,40,United-States,>50K
25-34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,45,United-States,<=50K
45-54,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,75,United-States,<=50K
19-24,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,None,None,35,United-States,<=50K
19-24,Private,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,None,None,35,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,None,None,40,United-States,<=50K
45-54,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,45,United-States,>50K
35-44,Self-emp-inc,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,None,None,50,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,>50K
45-54,Local-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,None,None,40,United-States,<=50K
45-54,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,<=50K
0-18,Private,10th,6,Never-married,Other-service,Own-child,White,Male,None,None,30,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,None,None,36,Portugal,>50K
35-44,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,40,United-States,<=50K
35-44,Local-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,>50K
35-44,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,48,United-States,<=50K
35-44,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,None,None,40,United-States,<=50K
19-24,Private,Bachelors,13,Never-married,Handlers-cleaners,Other-relative,White,Female,None,None,40,Cuba,<=50K
0-18,Private,11th,7,Never-married,Exec-managerial,Own-child,White,Male,None,None,20,United-States,<=50K
45-54,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,None,None,40,United-States,<=50K
25-34,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,8,United-States,<=50K
35-44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,50,United-States,<=50K
19-24,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,None,None,24,Vietnam,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,40,United-States,<=50K
25-34,Local-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,40,United-States,<=50K
35-44,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,None,None,40,United-States,>50K
35-44,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,None,None,40,United-States,<=50K
25-34,?,Bachelors,13,Never-married,?,Not-in-family,White,Male,None,None,18,United-States,<=50K
25-34,Private,Some-college,10,Separated,Tech-support,Unmarried,White,Female,None,None,40,United-States,<=50K
19-24,Private,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,White,Female,None,None,15,United-States,<=50K
45-54,State-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,None,None,40,United-States,>50K
35-44,Self-emp-not-inc,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,None,None,60,United-States,<=50K
25-34,Local-gov,9th,5,Never-married,Other-service,Own-child,White,Male,None,None,40,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,None,None,25,United-States,<=50K
25-34,Private,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,None,None,40,United-States,>50K
25-34,State-gov,Assoc-acdm,12,Separated,Other-service,Unmarried,Black,Female,None,None,40,United-States,<=50K
45-54,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,None,None,40,United-States,>50K
45-54,Federal-gov,11th,7,Widowed,Adm-clerical,Not-in-family,White,Female,None,None,40,United-States,<=50K
0-18,Private,12th,8,Never-married,Adm-clerical,Own-child,White,Male,None,None,40,United-States,<=50K
25-34,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,White,Female,None,None,40,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,48,United-States,>50K
25-34,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,>50K
0-18,?,10th,6,Never-married,?,Own-child,White,Female,None,None,15,United-States,<=50K
35-44,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,40,United-States,>50K
35-44,Local-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,44,United-States,<=50K
19-24,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,None,None,60,United-States,<=50K
45-54,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,40,United-States,>50K
55-64,Federal-gov,Some-college,10,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,None,None,40,United-States,<=50K
35-44,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,None,None,60,United-States,>50K
55-64,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,40,United-States,>50K
35-44,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,None,None,60,United-States,>50K
45-54,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,50,United-States,>50K
35-44,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,None,None,40,United-States,<=50K
65+,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,None,None,8,United-States,<=50K
35-44,Private,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Male,None,None,20,United-States,<=50K
25-34,Private,Masters,14,Separated,Other-service,Own-child,White,Female,None,None,40,United-States,<=50K
19-24,?,Some-college,10,Never-married,?,Own-child,White,Female,None,None,35,United-States,<=50K
55-64,Private,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,White,Male,None,None,40,United-States,<=50K
0-18,Local-gov,11th,7,Never-married,Prof-specialty,Own-child,White,Female,None,None,20,Puerto-Rico,<=50K
25-34,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,None,None,16,United-States,>50K
25-34,Private,Assoc-acdm,12,Never-married,Craft-repair,Own-child,Other,Male,None,None,50,United-States,<=50K
45-54,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,35,United-States,<=50K
45-54,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,45,United-States,<=50K
45-54,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,40,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Male,None,None,50,United-States,<=50K
19-24,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,None,None,10,United-States,<=50K
45-54,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,None,None,40,United-States,>50K
45-54,State-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,40,United-States,<=50K
35-44,Private,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,35,Mexico,<=50K
55-64,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,45,United-States,>50K
25-34,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,45,United-States,<=50K
45-54,Self-emp-not-inc,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,50,United-States,>50K
55-64,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,None,None,40,Guatemala,<=50K
45-54,?,9th,5,Separated,?,Own-child,Black,Male,None,None,40,United-States,<=50K
35-44,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,40,United-States,<=50K
19-24,?,Some-college,10,Never-married,?,Own-child,White,Male,None,None,20,United-States,<=50K
25-34,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,50,United-States,>50K
25-34,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,None,None,40,United-States,<=50K
